x y CE30 CE90 Elev Pe
312392.78 5800304.17 21.1421883804106 25.8386729117879 160.425355537906 -81.8902519872558
312402.78 5800304.17 21.7420186855499 25.5949365006105 160.433018476359 -79.5976337177612
312412.78 5800304.17 22.402920670604 25.4252076426729 160.44725688113 -77.8379620248547
312422.78 5800304.17 22.9863732267724 25.3908382815951 160.470669182221 -77.0464612008351
312432.78 5800304.17 23.5302108039204 25.2960395846459 160.490796337935 -77.0483244864367
312442.78 5800304.17 23.8769360352749 25.2139864018277 160.50874584406 -77.893226502865
312452.78 5800304.17 23.9990782349869 25.204174782866 160.519857166061 -79.7106685620069
312462.78 5800304.17 23.5366474043368 25.3341416001192 160.523553026114 -82.2817954342557
312472.78 5800304.17 22.4684922379219 25.31327818538 160.521438449993 -85.7726880765911
312482.78 5800304.17 21.1852854551913 25.2180285968468 160.517161289432 -89.465144162537
312492.78 5800304.17 20.1662096642123 25.2341269135267 160.51621456246 -90.7596842957761
312352.78 5800314.17 20.9580727435407 26.0107736167251 160.419708379079 -94.2599504076264
312362.78 5800314.17 20.6854975803957 26.0037744567683 160.425933742556 -91.8373624854718
312372.78 5800314.17 20.507206574807 25.8427755431879 160.438732331389 -88.9701167507967
312382.78 5800314.17 20.6385908304166 25.7184826231357 160.451509546066 -85.8691815548863
312392.78 5800314.17 20.9168211341068 25.5456196488514 160.461504647536 -83.0513019476605
312402.78 5800314.17 21.3512906814689 25.260987054243 160.471760529275 -80.535321592161
312412.78 5800314.17 22.0975251590039 25.1412369221435 160.484468395936 -78.2402213241195
312422.78 5800314.17 22.8828030276419 25.1982665331336 160.501682529807 -78.0738061793142
312432.78 5800314.17 23.5767645780747 25.2672786140541 160.517709429164 -78.3779168903517
312442.78 5800314.17 23.992286198589 25.3890836245283 160.533370839404 -79.0859476292833
312452.78 5800314.17 24.246731810906 25.5654064589515 160.54343800937 -80.2388358042466
312462.78 5800314.17 24.0864237863882 25.7228416827418 160.547183016579 -81.7553165495131
312472.78 5800314.17 22.9672640496082 25.678391890478 160.544953939623 -84.5990396833726
312482.78 5800314.17 21.617716881266 25.672308099901 160.538333861603 -88.1518766931141
312492.78 5800314.17 20.4585761634756 25.7633362937178 160.531440035702 -90.8015402162717
312502.78 5800314.17 19.7114085009947 25.662115695946 160.551801198507 -91.9987932302826
312342.78 5800324.17 22.2804108598122 26.2958744087027 160.460711348844 -97.8247218239854
312352.78 5800324.17 21.6565281266846 26.2771117387359 160.459183961922 -96.1266877873021
312362.78 5800324.17 21.2370303679452 26.1310334132153 160.469528021818 -93.1151803233048
312372.78 5800324.17 20.9119244688368 25.8583369239487 160.488897098783 -89.9160071979651
312382.78 5800324.17 20.8557846418956 25.6526742738047 160.503926206926 -86.7928256967103
312392.78 5800324.17 21.1107188372511 25.4733366730655 160.508487611637 -84.0362137485531
312402.78 5800324.17 21.4995446243842 25.2112860438327 160.518247707937 -81.8599720704919
312412.78 5800324.17 22.0923705180341 24.9923716986902 160.529610988073 -80.3743670565991
312422.78 5800324.17 22.8241678281175 25.1108263108468 160.54204687398 -79.9703212269024
312432.78 5800324.17 23.4615524370225 25.3428410795564 160.552246380603 -80.1202627598487
312442.78 5800324.17 23.8680941696109 25.6550674063372 160.564029905839 -80.494571794672
312452.78 5800324.17 24.0330757818378 25.9342728598103 160.573289368532 -81.0384488156279
312462.78 5800324.17 23.9525289093806 26.0530129547242 160.577352360323 -81.8408548401132
312472.78 5800324.17 23.2267696777238 26.0308184969514 160.576679406882 -83.8605910474938
312482.78 5800324.17 21.9857024219103 26.0673482000657 160.573635752393 -86.8314926796604
312492.78 5800324.17 20.8343312955133 26.1292512208665 160.575300280906 -89.7351113273331
312502.78 5800324.17 20.0205459992237 25.9871377122868 160.590431278044 -91.8449436836272
312512.78 5800324.17 19.6173251223751 25.7981362756979 160.616446854953 -89.8757903159867
312332.78 5800334.17 24.0999481588251 26.5353078685856 160.496714873658 -99.8172014101712
312342.78 5800334.17 23.3911700613617 26.6252951540983 160.493333480551 -98.6751405213275
312352.78 5800334.17 22.7380397995259 26.5727526443636 160.496432541114 -96.6109834857162
312362.78 5800334.17 22.1419368995373 26.3194741393188 160.509803237262 -93.6974257559127
312372.78 5800334.17 21.7679838581926 25.9829717355655 160.531660202284 -90.3819614278512
312382.78 5800334.17 21.5833153192534 25.8022971136259 160.548858312318 -87.2921477896411
312392.78 5800334.17 21.6078319587022 25.6778418002821 160.556537108199 -84.9504372253551
312402.78 5800334.17 21.8323976162717 25.5049539635131 160.569249375896 -83.4870988495004
312412.78 5800334.17 22.2489089043755 25.2688131944076 160.581567689243 -82.6810268334092
312422.78 5800334.17 22.7646611483256 25.2462179016579 160.589587626461 -82.3070359049042
312432.78 5800334.17 23.1454045581858 25.5874634170571 160.59317716603 -82.212703504837
312442.78 5800334.17 23.4256799349106 26.0275366355949 160.59901087284 -82.1857604266459
312452.78 5800334.17 23.5139624589304 26.3831038624273 160.606574093742 -82.2702954466261
312462.78 5800334.17 23.4047455643591 26.4668490998412 160.612626510186 -82.7573119366451
312472.78 5800334.17 22.9855817889078 26.4071204034431 160.614633213948 -83.746566848018
312482.78 5800334.17 22.1081238022361 26.39520763001 160.613229490887 -85.3506628231207
312492.78 5800334.17 21.1617195628966 26.3591903031355 160.61867990756 -87.5299065069769
312502.78 5800334.17 20.4626416787172 26.11948844655 160.63388673547 -88.8023359442709
312512.78 5800334.17 20.1291710511926 25.9222912500767 160.656570097074 -88.2169822769946
312322.78 5800344.17 25.4071042853159 25.8164895137286 160.523228178459 -100.81776607686
312332.78 5800344.17 25.0910037043629 26.469842089502 160.522551157695 -100.411430270371
312342.78 5800344.17 24.5231010645712 26.8142094066282 160.522063246009 -99.1266386701603
312352.78 5800344.17 24.0030101242761 26.7889476262694 160.529650794385 -96.9479021423915
312362.78 5800344.17 23.3422528824016 26.4061063631162 160.547161889405 -93.9930345351695
312372.78 5800344.17 22.8929753727413 26.10355739305 160.567328168607 -90.5473852178643
312382.78 5800344.17 22.6017872782954 26.1506724284293 160.586425536192 -87.402360143493
312392.78 5800344.17 22.302938766245 26.1770197329997 160.604133076304 -86.0516113432776
312402.78 5800344.17 22.1852449169473 26.0549273681882 160.622681230138 -85.344337391435
312412.78 5800344.17 22.2899845233116 25.8182186435208 160.639520715458 -85.015016313998
312422.78 5800344.17 22.530150752481 25.6921916106572 160.643692197129 -84.7995600080894
312432.78 5800344.17 22.6812138808258 25.9026363683752 160.635280171106 -84.5046619175096
312442.78 5800344.17 22.8240595998448 26.30532837778 160.634209007595 -84.1609214020524
312452.78 5800344.17 22.8695118388306 26.7629735879865 160.640465248461 -83.9412688031113
312462.78 5800344.17 22.8026935492276 26.8821937177078 160.647198905013 -83.9368691840081
312472.78 5800344.17 22.5737388044914 26.8525304946912 160.651091033497 -84.0192923810754
312482.78 5800344.17 22.0216340371342 26.8105266691975 160.654144310336 -84.1888060714128
312492.78 5800344.17 21.3410785279834 26.6883281068711 160.661592077733 -85.6844441231125
312502.78 5800344.17 20.8797678461105 26.3790110911374 160.676671890603 -86.4425009923714
312512.78 5800344.17 20.6857203936632 26.1335363962648 160.699259588641 -86.3201205773092
312522.78 5800344.17 20.4932090683588 26.1320449677279 160.725949385614 -85.6824301234084
312312.78 5800354.17 25.9926474292492 25.5223003618767 160.535061126234 -101.184629157819
312322.78 5800354.17 26.3623477924317 25.9494525073896 160.548097370204 -101.283506707367
312332.78 5800354.17 26.1495226651086 26.5360894296637 160.552404301292 -100.621924452631
312342.78 5800354.17 25.7480155251893 26.949757562226 160.55126675638 -99.3553780101954
312352.78 5800354.17 25.3790969562184 27.024401587538 160.560754982787 -97.2377795947068
312362.78 5800354.17 24.7486483955579 26.701538445055 160.586499628373 -94.3764257268817
312372.78 5800354.17 24.2328215932175 26.4971725753037 160.610318806137 -91.1900208731604
312382.78 5800354.17 23.7624654313471 26.7102867858881 160.632119470697 -88.4684669978104
312392.78 5800354.17 23.0776264682286 26.7864649484501 160.654364456687 -87.5138635740512
312402.78 5800354.17 22.5096805842901 26.685649861717 160.676238343374 -87.2790485496379
312412.78 5800354.17 22.2231915149532 26.3879012891023 160.693778775784 -87.3926000964632
312422.78 5800354.17 22.150312208267 26.1564471801531 160.694603176117 -87.3505161819057
312432.78 5800354.17 22.144284147382 26.1544460412447 160.676927145701 -86.8456630136473
312442.78 5800354.17 22.3026549687553 26.3672089255813 160.665093252776 -86.2682075368399
312452.78 5800354.17 22.4629753993995 26.7866942172807 160.675058747457 -85.8065586960188
312462.78 5800354.17 22.4651598424411 27.1267915113839 160.68423580792 -85.4414848934054
312472.78 5800354.17 22.3817516292557 27.1723887078331 160.689876990843 -85.101565669661
312482.78 5800354.17 21.9742149569314 27.1076294237344 160.695556663468 -84.8935342156306
312492.78 5800354.17 21.4134883103236 26.9645586882811 160.704905024847 -84.9103981866409
312502.78 5800354.17 21.1148676733539 26.5587822122065 160.719763627745 -84.6711597577007
312512.78 5800354.17 21.0208305128163 26.3286042690072 160.741668028608 -84.4823858177134
312522.78 5800354.17 20.9220115485793 26.3219825000108 160.771811558121 -84.2162545110339
312532.78 5800354.17 20.5887732865891 26.1576712946625 160.805579099038 -83.3565485401785
312302.78 5800364.17 25.8450757534649 25.8743619800283 160.533789352202 -98.651462818205
312312.78 5800364.17 26.5808799102537 25.8812528862166 160.560528432059 -101.331188227896
312322.78 5800364.17 27.0596487663565 26.2318898298995 160.582233195847 -100.670314872623
312332.78 5800364.17 26.9235534073114 26.6464619281319 160.594739619847 -100.158803012924
312342.78 5800364.17 26.5225659215924 26.9441340092855 160.599107729422 -99.2982713467569
312352.78 5800364.17 26.2264216230892 27.0416324154874 160.611192447417 -97.4403691437565
312362.78 5800364.17 25.7856647639155 26.9634831763835 160.635036506521 -94.7698889316587
312372.78 5800364.17 25.2659409562998 27.0164304829271 160.660621909297 -92.1036837803749
312382.78 5800364.17 24.6506939683981 27.3919462746673 160.683715061098 -90.1049793690973
312392.78 5800364.17 23.6865641186229 27.3349716506436 160.707306884955 -89.1455356945253
312402.78 5800364.17 22.7772050364683 27.0844527133927 160.731020769236 -89.0139091504213
312412.78 5800364.17 22.0843914682519 26.739440587009 160.745501375916 -89.383495175088
312422.78 5800364.17 21.8123636434675 26.4178368691822 160.744138315862 -89.5268396577079
312432.78 5800364.17 21.8361838588882 26.2647382509612 160.726982938106 -88.9559188589865
312442.78 5800364.17 22.0739181316743 26.3066082802356 160.711669195291 -88.3046356713256
312452.78 5800364.17 22.4511507531692 26.6912414963876 160.71834683381 -87.5974812954922
312462.78 5800364.17 22.5912177206384 27.0745792029696 160.725709849578 -87.0243756343499
312472.78 5800364.17 22.4948824413778 27.263615688178 160.730849550775 -86.487461994231
312482.78 5800364.17 22.127689284699 27.1656389179407 160.73760242714 -85.9030888206777
312492.78 5800364.17 21.6377449329574 26.8515665199336 160.749153646764 -85.0909312610128
312502.78 5800364.17 21.3142244673682 26.4397502780521 160.764086514654 -83.7635893092627
312512.78 5800364.17 21.2279350296407 26.1377096855047 160.785378839155 -83.3933003044833
312522.78 5800364.17 21.1199950553053 26.1277535669838 160.816541445002 -83.4142807493517
312532.78 5800364.17 20.8632838267847 26.1489382131754 160.852732619773 -82.9109502687108
312542.78 5800364.17 20.3377574589394 25.8716529773964 160.878151941336 -82.1912667854645
312292.78 5800374.17 25.3914874877164 25.902265996808 160.541035899464 -92.4058320784928
312302.78 5800374.17 26.3307887373214 25.8585317955855 160.564884403574 -95.3566054188621
312312.78 5800374.17 27.0327991508896 25.9550259024941 160.591677735253 -97.4454313175121
312322.78 5800374.17 27.3278561025129 26.3202843943705 160.626459565938 -98.1731637448634
312332.78 5800374.17 27.16447620377 26.6949045052262 160.651182936668 -98.6403577655357
312342.78 5800374.17 26.7397900653944 26.9755066938903 160.662037593048 -98.9941243167146
312352.78 5800374.17 26.4765802777045 27.0321083081111 160.673806543574 -97.352534510593
312362.78 5800374.17 26.2450110592313 26.9995049469588 160.691459956417 -94.607204861167
312372.78 5800374.17 25.8265902638859 27.1591991463145 160.714119378992 -92.3851268015143
312382.78 5800374.17 25.0271211858436 27.4985983568021 160.736690347963 -90.9404115130367
312392.78 5800374.17 24.0216464102959 27.5682691752055 160.760880466013 -90.313699992568
312402.78 5800374.17 22.9001119533647 27.2556835321315 160.787791263543 -90.3326972818374
312412.78 5800374.17 21.9424373314788 26.8616223499401 160.80748607127 -90.6233564927792
312422.78 5800374.17 21.4529319647762 26.4723173274223 160.804650308075 -90.7211591096309
312432.78 5800374.17 21.5895301155056 26.3053373614161 160.787360414443 -90.607097154508
312442.78 5800374.17 22.0681988272484 26.3312169481039 160.775952623167 -90.0245662253822
312452.78 5800374.17 22.6631574213175 26.5409179743954 160.771450132569 -89.0719213017093
312462.78 5800374.17 22.8471051632201 26.8595679945646 160.7699063804 -88.4522033619207
312472.78 5800374.17 22.7298227217734 27.130374161965 160.772973794356 -88.0333419258646
312482.78 5800374.17 22.3708598036075 27.0826557348208 160.782200639885 -87.4433723489065
312492.78 5800374.17 21.8736607633656 26.6197543317996 160.794684715422 -86.4059568992477
312502.78 5800374.17 21.5306160374512 26.0206162359273 160.809193201315 -85.1142425893988
312512.78 5800374.17 21.3818583872136 25.5727217910864 160.829260910753 -84.2161811969134
312522.78 5800374.17 21.1954862733348 25.5252141188695 160.856446967122 -83.7556863872613
312532.78 5800374.17 20.8814811188661 25.576545103075 160.888319345614 -83.3787582387002
312542.78 5800374.17 20.410711936369 25.5928305325413 160.914973799725 -82.9432451669955
312552.78 5800374.17 19.9272803537483 25.8755603757057 160.933158362793 -82.9727801748011
312282.78 5800384.17 24.7174639361761 25.9853752636831 160.560383794483 -85.8082254563134
312292.78 5800384.17 25.8192930921663 25.8090270578033 160.583394758628 -88.6902098433741
312302.78 5800384.17 26.7027045851589 25.7693494204917 160.606109973915 -91.2050688764197
312312.78 5800384.17 27.4119346071971 25.9512764325183 160.625857846841 -93.0857495525123
312322.78 5800384.17 27.5171036598634 26.4146383789153 160.690637833343 -94.4231313246419
312332.78 5800384.17 27.1690783223941 26.7529811684476 160.718737323152 -95.6334951845694
312342.78 5800384.17 26.6230653821094 26.9693869205938 160.727431004873 -96.8018892452151
312352.78 5800384.17 26.404051047111 27.0074247825604 160.737141219522 -95.5989360339177
312362.78 5800384.17 26.28689185188 27.1237912319274 160.749948577102 -93.2856234104688
312372.78 5800384.17 25.9875457074449 27.2649833999153 160.766981658576 -91.7825209777692
312382.78 5800384.17 25.1140454954887 27.5003186298337 160.786139274892 -91.1228430449835
312392.78 5800384.17 23.9681487364904 27.5167884708278 160.809370158709 -91.119820887827
312402.78 5800384.17 22.7337558038176 27.2845531564619 160.838159965813 -91.4902623476438
312412.78 5800384.17 21.6889629341261 26.8525596328621 160.871805556798 -91.7484684640311
312422.78 5800384.17 21.1176268904958 26.4254771038447 160.861413220525 -91.666121325633
312432.78 5800384.17 21.2738850081303 26.2387497979878 160.842053987627 -91.3735815008977
312442.78 5800384.17 21.8914805785422 26.216784496935 160.830728940767 -90.7152876621756
312452.78 5800384.17 22.6084231099396 26.342652088819 160.821355927958 -89.8783961510264
312462.78 5800384.17 23.0334358561899 26.5911279239129 160.814654956762 -89.4651592454872
312472.78 5800384.17 22.9161100798044 26.8156040219522 160.817622499929 -89.541456226014
312482.78 5800384.17 22.4883184218071 26.798677121017 160.829387131176 -89.4179423701195
312492.78 5800384.17 21.8893853296035 26.2339800289573 160.843510999413 -88.4162947399924
312502.78 5800384.17 21.5170818737524 25.4796529617744 160.856503050906 -87.1222228260184
312512.78 5800384.17 21.3987735494702 24.9789622375558 160.868148023808 -85.8078687742338
312522.78 5800384.17 21.2242860855444 24.8694582364111 160.899009389233 -84.8116068531756
312532.78 5800384.17 20.8271697396373 25.0198466530267 160.929422867851 -84.7383739951717
312542.78 5800384.17 20.2835267027276 25.1892322925674 160.955719519843 -84.9176670875098
312552.78 5800384.17 19.7066695327945 25.4762423723301 160.977786125079 -85.0559530167409
312562.78 5800384.17 19.3667838949953 25.9789172067923 160.995990059628 -85.3505831499905
312272.78 5800394.17 23.8673345917747 26.2463663548353 160.576800307001 -79.5696843616513
312282.78 5800394.17 24.8674268975372 26.0681936524382 160.604094699324 -82.3830063182856
312292.78 5800394.17 25.9481747443843 25.7434934815214 160.632242895391 -85.0032194580318
312302.78 5800394.17 26.7687766457705 25.734900131955 160.660834734041 -87.1610573518311
312312.78 5800394.17 27.3334849299202 26.0845897992091 160.696574509285 -88.7760247445684
312322.78 5800394.17 27.4694524283539 26.5297493825268 160.754497277925 -90.2107169263815
312332.78 5800394.17 27.1251832478942 26.7572325337295 160.779698471358 -91.645821852903
312342.78 5800394.17 26.6357471394196 26.8892405629976 160.788468950331 -92.4646431267263
312352.78 5800394.17 26.2519428734422 27.0233991310563 160.797088707125 -92.0629316964726
312362.78 5800394.17 26.0606130377821 27.3296041996903 160.80682565102 -90.9446493965684
312372.78 5800394.17 25.5967784636662 27.4777144610592 160.818121407104 -90.524871574183
312382.78 5800394.17 24.8064603746129 27.5760167526051 160.829628671803 -91.0503701566233
312392.78 5800394.17 23.5137177138514 27.4376957188514 160.84746511014 -91.8958378430398
312402.78 5800394.17 22.1904363108126 27.1444467696317 160.8707371628 -92.7316890115468
312412.78 5800394.17 21.1477497352403 26.6650975060473 160.888540047608 -93.0428172236447
312422.78 5800394.17 20.682779866578 26.2118549985195 160.890847149743 -92.5611563827866
312432.78 5800394.17 20.8917929152388 25.9897060779994 160.882547137136 -91.752510735064
312442.78 5800394.17 21.535646110451 25.9823344241692 160.874476459974 -90.782040482355
312452.78 5800394.17 22.2938014431865 26.1262585700506 160.866374016388 -89.9178423512905
312462.78 5800394.17 22.9188721625187 26.3245891418438 160.861416612961 -89.7496709209062
312472.78 5800394.17 22.9800087902704 26.4737477559637 160.865227358746 -90.4027233002798
312482.78 5800394.17 22.3738159563233 26.1808313435276 160.877317872773 -90.9685778718458
312492.78 5800394.17 21.6252284830575 25.4458319020992 160.895996314615 -90.5393932038353
312502.78 5800394.17 21.2832462426517 24.8068682677048 160.913140701467 -89.5185605014119
312512.78 5800394.17 21.2917752158255 24.5674818697693 160.930297785707 -88.0102104254406
312522.78 5800394.17 21.230365633605 24.4948526283327 160.958295887001 -86.2933751723672
312532.78 5800394.17 20.8035171959571 24.6605205836272 160.985395427145 -87.0378894622264
312542.78 5800394.17 20.1273647075467 24.7954064662263 161.008919396712 -87.7040882488669
312552.78 5800394.17 19.3970708312643 24.8930069756809 161.029467496656 -87.8652211116551
312562.78 5800394.17 18.95667323696 25.2786499557985 161.046827630308 -87.6307413069887
312572.78 5800394.17 18.8398263090912 25.8706142327584 161.059186462503 -88.2279903257505
312262.78 5800404.17 23.1109140075115 26.6315225631918 160.584705262419 -74.9957855667692
312272.78 5800404.17 23.891612964004 26.6444474826545 160.615418987017 -76.9511392505214
312282.78 5800404.17 24.6443305871829 26.3966129010037 160.648188531843 -79.73226499696
312292.78 5800404.17 25.534824165773 26.0132158436892 160.68244946225 -81.9432682694822
312302.78 5800404.17 26.402190036847 25.8101477011654 160.719207330661 -83.8596449362281
312312.78 5800404.17 26.907764408414 26.1074872278892 160.75987560682 -85.1901882483088
312322.78 5800404.17 27.067779965468 26.4800000178769 160.801450352847 -86.3789098442511
312332.78 5800404.17 26.9198175382453 26.7158855969155 160.830203541029 -88.1647933781193
312342.78 5800404.17 26.5142032369581 26.9241462933928 160.844890900054 -89.015231407806
312352.78 5800404.17 26.1141191932708 27.2583010429109 160.854001648301 -89.2021190573132
312362.78 5800404.17 25.7521159007918 27.5975250017626 160.860007614902 -88.8001554711457
312372.78 5800404.17 24.9516722284669 27.5747068320616 160.865326705244 -89.5059414095522
312382.78 5800404.17 23.934695143424 27.4583464176643 160.867356062774 -91.3756528910865
312392.78 5800404.17 22.6924045364535 27.1560267960448 160.876858921065 -92.8352501400058
312402.78 5800404.17 21.3258683695111 26.6825240432978 160.895899352962 -93.9861506936946
312412.78 5800404.17 20.29343727307 26.1796931918486 160.906866067434 -94.4196440341774
312422.78 5800404.17 19.9165983263109 25.7638333811513 160.913915505115 -93.3314613417528
312432.78 5800404.17 20.2624774649516 25.6304376409237 160.916500965957 -92.0698522680671
312442.78 5800404.17 21.0103390192862 25.6844071803457 160.916065405375 -90.6120524956752
312452.78 5800404.17 21.8337611653901 25.8335780332184 160.913532719544 -89.2310657783949
312462.78 5800404.17 22.4677359518645 25.9792654601182 160.9138493527 -89.1267498087823
312472.78 5800404.17 22.6788823682236 26.066309357777 160.914441490028 -90.2940886601769
312482.78 5800404.17 22.1639760758321 25.550392760879 160.921890069746 -91.6284818528124
312492.78 5800404.17 21.4971811629235 24.7425994577268 160.950511707929 -92.5584637220697
312502.78 5800404.17 21.1093272888707 24.2226504510247 160.983087125164 -92.2209000518267
312512.78 5800404.17 21.3158201540864 24.3840536266105 161.011913379933 -90.8584152625617
312522.78 5800404.17 21.319811984036 24.5119254980122 161.036872609107 -89.9714813683289
312532.78 5800404.17 20.8966610998998 24.6200268956961 161.057866882141 -90.4165203194397
312542.78 5800404.17 20.1181359401645 24.5555258720111 161.074676476771 -91.3493477534874
312552.78 5800404.17 19.2932400178746 24.484689112626 161.088053725808 -91.5518451584541
312562.78 5800404.17 18.6522397051273 24.6413074061199 161.098262929984 -91.1904427284856
312572.78 5800404.17 18.5146894699761 25.2540180878663 161.105882631369 -91.5110515291087
312582.78 5800404.17 18.6984637745661 25.987963711063 161.112412149532 -92.5593453116371
312252.78 5800414.17 22.6021522255589 26.8811211403198 160.582651796223 -73.6293057143474
312262.78 5800414.17 23.3267776951454 26.9773604710449 160.614012553237 -74.9620663603542
312272.78 5800414.17 23.7318209309723 27.0728022759042 160.650246955182 -76.6855782076687
312282.78 5800414.17 24.0901744656067 26.8095607544631 160.688978474514 -78.6063173449109
312292.78 5800414.17 24.7587146203638 26.3885242935563 160.730179607306 -80.0045951376012
312302.78 5800414.17 25.5885202216162 26.172366407305 160.772840082351 -81.9781855448146
312312.78 5800414.17 26.2651764550293 26.2574543923248 160.815208254353 -83.6879012547241
312322.78 5800414.17 26.4624869029467 26.4523480041604 160.853479700381 -85.0437584101212
312332.78 5800414.17 26.4082880289469 26.6419357405697 160.881608005762 -86.203480050019
312342.78 5800414.17 26.0649976987667 26.9010458442069 160.898836272103 -86.7683834334769
312352.78 5800414.17 25.5757608645125 27.288250329973 160.909368698977 -87.8087795398935
312362.78 5800414.17 25.0123298385841 27.5450887621142 160.911926710929 -89.1280891591922
312372.78 5800414.17 24.0420543010486 27.472170265979 160.912594377574 -90.8037799187268
312382.78 5800414.17 22.7978774802975 27.1398550345554 160.910631649636 -92.7628293809363
312392.78 5800414.17 21.514049879369 26.6753866059505 160.916026485873 -94.0501469402112
312402.78 5800414.17 20.269889890816 26.1645961493839 160.92815691122 -94.7526414313626
312412.78 5800414.17 19.4211081949165 25.7218696816481 160.935972860666 -94.7152065356116
312422.78 5800414.17 19.068953949188 25.3241328658996 160.944150773218 -93.8136111143722
312432.78 5800414.17 19.4946523296715 25.2669659225619 160.953204784036 -92.3437509160344
312442.78 5800414.17 20.3758204915777 25.3752751792324 160.960103903429 -90.4943579707962
312452.78 5800414.17 21.3361538233233 25.4814031758973 160.967011949288 -88.7641359845695
312462.78 5800414.17 21.9733988388657 25.4867558117145 160.97448916134 -88.5106511294568
312472.78 5800414.17 22.1528099801906 25.3195267223812 160.975294898491 -89.7613161271297
312482.78 5800414.17 21.8573396986781 24.7761796446501 160.969039802998 -91.6979713156934
312492.78 5800414.17 21.5096516167415 24.2000666331733 161.019276200419 -94.1919757369222
312502.78 5800414.17 21.4787934542023 24.1509521536191 161.067517735368 -94.5618677543104
312512.78 5800414.17 21.7664443709878 24.5667759640735 161.103609436505 -93.0241441252959
312522.78 5800414.17 21.7563344479662 24.6833240647262 161.127601828276 -92.5353482199078
